full_name,id,name,is_fork,owner,owner_url,repo_url,stars,forks,watchers,language,description,open_issues,license_name,topics,default_branch,pushed_at,created_at,updated_at
argentlabs/argent-contracts,166830546,argent-contracts,False,argentlabs,https://github.com/argentlabs,https://github.com/argentlabs/argent-contracts,593,216,593,Solidity,Smart Contracts for Argent Wallet,20,GNU General Public License v3.0,"account-abstraction, argent, ethereum, solidity, smart-contracts",develop,2024-07-29 10:32:03+00:00,2019-01-21 14:48:26+00:00,2025-03-03 08:14:36+00:00
emilianog94/Steamcito-Precios-Steam-Argentina-Impuestos-Incluidos,297184705,Steamcito-Precios-Steam-Argentina-Impuestos-Incluidos,False,emilianog94,https://github.com/emilianog94,https://github.com/emilianog94/Steamcito-Precios-Steam-Argentina-Impuestos-Incluidos,286,12,286,JavaScript,Extensión para navegadores que calcula automáticamente todos los impuestos de Argentina en la tienda de Steam,8,,"steam, argentina, impuestos, extension",master,2025-02-07 18:57:19+00:00,2020-09-20 23:52:16+00:00,2025-02-07 18:51:17+00:00
ingadhoc/odoo-argentina,20521621,odoo-argentina,False,ingadhoc,https://github.com/ingadhoc,https://github.com/ingadhoc/odoo-argentina,112,207,112,Python,Una Localización Argentina de Odoo amigable,73,GNU Affero General Public License v3.0,,18.0,2025-03-05 19:06:38+00:00,2014-06-05 10:54:06+00:00,2025-03-01 06:48:29+00:00
blizzard-net/warcraft,96642251,warcraft,False,blizzard-net,https://github.com/blizzard-net,https://github.com/blizzard-net/warcraft,36,18,36,C#,The Argent Pony .NET client for the Blizzard World of Warcraft Game Data and Profile APIs,4,MIT License,,main,2024-04-26 04:21:36+00:00,2017-07-08 20:23:22+00:00,2025-01-24 13:24:37+00:00
ao-org/argentum-online-client,316652423,argentum-online-client,False,ao-org,https://github.com/ao-org,https://github.com/ao-org/argentum-online-client,29,27,29,Visual Basic 6.0,Código fuente del cliente de Argentum Online,2,GNU Affero General Public License v3.0,"mmorpg, video-game",master,2025-03-05 21:32:23+00:00,2020-11-28 03:58:15+00:00,2025-03-05 21:32:25+00:00
ao-org/argentum-online-server,316776839,argentum-online-server,False,ao-org,https://github.com/ao-org,https://github.com/ao-org/argentum-online-server,27,26,27,Visual Basic 6.0,Código fuente del servidor de Argentum Online,74,GNU Affero General Public License v3.0,"mmorpg, video-game",master,2025-03-05 21:28:37+00:00,2020-11-28 16:37:44+00:00,2025-03-05 21:28:41+00:00
ingadhoc/odoo-argentina-ee,265334018,odoo-argentina-ee,False,ingadhoc,https://github.com/ingadhoc,https://github.com/ingadhoc/odoo-argentina-ee,22,51,22,Python,Adhoc enterprise odoo addons for argentinian localization,22,,,18.0,2025-03-05 19:06:40+00:00,2020-05-19 18:44:56+00:00,2025-03-01 08:19:00+00:00
OCA/l10n-argentina,25230051,l10n-argentina,False,OCA,https://github.com/OCA,https://github.com/OCA/l10n-argentina,22,51,22,Python,Odoo modules for Argentina,6,GNU Affero General Public License v3.0,,14.0,2025-02-02 19:04:10+00:00,2014-10-14 22:56:12+00:00,2025-02-02 19:03:33+00:00
agustinbouillet/telefono-argentino,67294996,telefono-argentino,False,agustinbouillet,https://github.com/agustinbouillet,https://github.com/agustinbouillet/telefono-argentino,21,6,21,JavaScript,Validador de números de teléfono argentinos,0,MIT License,"regular-expressions, telephone-number, validator, enacom, number-formatter, template, numero-argentino",main,2024-12-21 11:02:08+00:00,2016-09-03 14:41:35+00:00,2024-12-21 11:02:11+00:00
ingadhoc/odoo-argentina-ce,259114220,odoo-argentina-ce,False,ingadhoc,https://github.com/ingadhoc,https://github.com/ingadhoc/odoo-argentina-ce,15,47,15,Python,Odoo addons for argentinian functionalities that are on odoo enterprise,17,GNU Affero General Public License v3.0,,18.0,2025-03-05 19:06:47+00:00,2020-04-26 19:21:01+00:00,2025-02-28 18:58:14+00:00
argentinaluiz/argentinaluiz,281060856,argentinaluiz,False,argentinaluiz,https://github.com/argentinaluiz,https://github.com/argentinaluiz/argentinaluiz,13,5,13,,,0,,,master,2024-06-28 00:52:34+00:00,2020-07-20 08:33:44+00:00,2025-02-17 15:39:19+00:00
ingadhoc/argentina-sale,73106582,argentina-sale,False,ingadhoc,https://github.com/ingadhoc,https://github.com/ingadhoc/argentina-sale,11,45,11,Python,Odoo Argentina Sale Modules,25,GNU Affero General Public License v3.0,,18.0,2025-03-05 19:06:42+00:00,2016-11-07 18:06:58+00:00,2025-02-28 17:41:59+00:00
sorare/api,290998411,api,False,sorare,https://github.com/sorare,https://github.com/sorare/api,160,49,160,,Sorare API documentation,187,,,master,2025-03-04 13:22:52+00:00,2020-08-28 08:51:31+00:00,2025-03-04 13:22:53+00:00
skalenetwork/skale-network,184127812,skale-network,False,skalenetwork,https://github.com/skalenetwork,https://github.com/skalenetwork/skale-network,140,52,140,TypeScript,"Handling millions of transactions per week,  SKALE is a multichain network composed of an unlimited number of secure, decentralized, high-performance Ethereum Native  Blockchains",28,GNU Affero General Public License v3.0,"blockchain, skale-network, cryptography, distributed-systems, proof-of-stake",master,2025-02-12 17:57:18+00:00,2019-04-29 19:04:01+00:00,2025-02-12 17:57:20+00:00
JonathanCrossland/multichain,101621512,multichain,False,JonathanCrossland,https://github.com/JonathanCrossland,https://github.com/JonathanCrossland/multichain,24,24,24,C#,A C# library for blockchain JSON-RPC - focusing on MultiChain,0,MIT License,"multichain, blockchain, csharp, nuget-package",master,2024-12-16 10:20:18+00:00,2017-08-28 08:29:11+00:00,2025-01-06 00:42:24+00:00
Sigri44/fees.wtf,342634175,fees.wtf,False,Sigri44,https://github.com/Sigri44,https://github.com/Sigri44/fees.wtf,5,8,5,CSS,Calculate fees for multichain network.,0,,,main,2025-02-11 14:32:55+00:00,2021-02-26 16:28:11+00:00,2025-02-11 14:32:59+00:00
open-policy-agent/gatekeeper,154894457,gatekeeper,False,open-policy-agent,https://github.com/open-policy-agent,https://github.com/open-policy-agent/gatekeeper,3799,784,3799,Go,🐊 Gatekeeper - Policy Controller for Kubernetes,143,Apache License 2.0,"cncf, opa, kubernetes, policy-engine, hacktoberfest, gatekeeper, policy, security, admission, mutation, validation",master,2025-03-03 21:26:30+00:00,2018-10-26 21:05:57+00:00,2025-03-05 15:50:24+00:00
AltraMayor/gatekeeper,62745741,gatekeeper,False,AltraMayor,https://github.com/AltraMayor,https://github.com/AltraMayor/gatekeeper,1415,230,1415,C,The first open-source DDoS protection system,94,GNU General Public License v3.0,"dpdk, ddos, ddos-mitigation, ddos-protection, anti-ddos",master,2024-12-31 00:18:15+00:00,2016-07-06 18:53:45+00:00,2025-03-04 12:31:43+00:00
open-policy-agent/gatekeeper-library,191437603,gatekeeper-library,False,open-policy-agent,https://github.com/open-policy-agent,https://github.com/open-policy-agent/gatekeeper-library,664,332,664,Open Policy Agent,📚 The OPA Gatekeeper policy library,21,Apache License 2.0,"gatekeeper, opa, policy, cncf, kubernetes, policy-library, hacktoberfest",master,2025-03-03 21:25:15+00:00,2019-06-11 19:34:50+00:00,2025-03-03 21:24:14+00:00
plexsystems/konstraint,208185891,konstraint,False,plexsystems,https://github.com/plexsystems,https://github.com/plexsystems/konstraint,386,52,386,Go,A policy management tool for interacting with Gatekeeper,12,MIT License,"gatekeeper, policy, conftest, opa, kubernetes, rego, open-policy-agent",main,2025-03-01 20:32:35+00:00,2019-09-13 03:02:46+00:00,2025-03-01 21:10:52+00:00
sighupio/gatekeeper-policy-manager,260045679,gatekeeper-policy-manager,False,sighupio,https://github.com/sighupio,https://github.com/sighupio/gatekeeper-policy-manager,313,37,313,TypeScript,A simple to use web-based OPA Gatekeeper policy manager,24,"BSD 3-Clause ""New"" or ""Revised"" License","gatekeeper, kubernetes, opa, fury, rego, policies, k8s, kustomize, dashboard, ui, web, webapp",main,2025-01-24 16:50:02+00:00,2020-04-29 21:04:51+00:00,2025-02-17 15:16:40+00:00
willamowius/gnugk,106320713,gnugk,False,willamowius,https://github.com/willamowius,https://github.com/willamowius/gnugk,78,22,78,C++,GNU Gatekeeper - H.323 server for VoIP and videoconferencing,0,GNU General Public License v2.0,"voip, video-conferencing, nat-traversal, h323, c-plus-plus, communication, h323plus, videoconferencing",master,2025-01-22 15:36:57+00:00,2017-10-09 18:32:02+00:00,2025-02-28 06:23:48+00:00
linaro-swg/kmgk,152012314,kmgk,False,linaro-swg,https://github.com/linaro-swg,https://github.com/linaro-swg/kmgk,38,29,38,C,OP-TEE based keymaster and gatekeeper HIDL HAL,1,,,master,2024-10-08 15:43:49+00:00,2018-10-08 03:16:46+00:00,2025-01-29 09:41:39+00:00
willamowius/ptlib,106325571,ptlib,False,willamowius,https://github.com/willamowius,https://github.com/willamowius/ptlib,22,26,22,C++,PTLib 2.10.9 fork for GNU Gatekeeper and H323Plus,0,,"communication, h323, h323plus, videoconferencing, voip, c-plus-plus, video-conferencing",master,2025-01-20 21:54:17+00:00,2017-10-09 19:19:54+00:00,2025-01-20 21:54:20+00:00
htcondor/htcondor-ce,28932606,htcondor-ce,False,htcondor,https://github.com/htcondor,https://github.com/htcondor/htcondor-ce,18,39,18,Python,A site grid gatekeeper technology based solely on Condor components,3,Apache License 2.0,"software, htcondor",main,2025-02-19 02:33:13+00:00,2015-01-07 20:28:59+00:00,2024-12-19 12:48:02+00:00
NottingHack/instrumentation,14873690,instrumentation,False,NottingHack,https://github.com/NottingHack,https://github.com/NottingHack/instrumentation,10,7,10,C++,"Code behind parts of the Nottinghack instrumentation project, including the MQTT IRC bot nh-holly & server side parts of GateKeeper",0,,,main,2024-08-06 19:20:00+00:00,2013-12-02 20:24:48+00:00,2024-08-06 19:03:03+00:00
hmrc/api-gatekeeper-frontend,53493910,api-gatekeeper-frontend,False,hmrc,https://github.com/hmrc,https://github.com/hmrc/api-gatekeeper-frontend,8,11,8,Scala,,0,Apache License 2.0,,main,2025-02-27 17:08:22+00:00,2016-03-09 11:54:21+00:00,2025-02-27 16:57:41+00:00
Nepxion/Discovery,138194433,Discovery,False,Nepxion,https://github.com/Nepxion,https://github.com/Nepxion/Discovery,5692,1430,5692,Java,"☀️ Nepxion Discovery is a solution for Spring Cloud with blue green, gray, route, limitation, circuit breaker, degrade, isolation, tracing, dye, failover, active 蓝绿灰度发布、路由、限流、熔断、降级、隔离、追踪、流量染色、故障转移、多活",12,Apache License 2.0,"spring-cloud, gray-release, nacos, apollo, sentinel, skywalking, opentelemetry, blue-green-deployment, cloud-native, etcd, eureka, redis, spring-cloud-alibaba, spring-cloud-gateway, zookeeper, zuul, jaeger, opentracing, consul, hystrix",6.x.x,2024-10-15 11:10:53+00:00,2018-06-21 16:16:49+00:00,2025-03-04 13:43:49+00:00
ubadly/Mosoteach,219100105,Mosoteach,False,ubadly,https://github.com/ubadly,https://github.com/ubadly/Mosoteach,31,14,31,Python,蓝墨云云班课刷分数,0,,,master,2024-12-14 02:07:14+00:00,2019-11-02 03:50:53+00:00,2024-12-30 12:26:12+00:00
carvel-dev/carvel,183293280,carvel,False,carvel-dev,https://github.com/carvel-dev,https://github.com/carvel-dev/carvel,380,125,380,HTML,"Carvel provides a set of reliable, single-purpose, composable tools that aid in your application building, configuration, and deployment to Kubernetes. This repo contains information regarding the Carvel open-source community.",76,Apache License 2.0,carvel,develop,2025-02-26 16:28:11+00:00,2019-04-24 19:24:20+00:00,2025-02-26 16:28:16+00:00
cdanielmachado/carveme,98427373,carveme,False,cdanielmachado,https://github.com/cdanielmachado,https://github.com/cdanielmachado/carveme,164,57,164,Python,CarveMe: genome-scale metabolic model reconstruction,47,Other,"metabolism, modeling, python, reconstruction, genome-scale",master,2024-09-05 06:58:06+00:00,2017-07-26 13:43:30+00:00,2025-02-07 03:57:50+00:00
Maghoumi/CarveSharp,35401507,CarveSharp,False,Maghoumi,https://github.com/Maghoumi,https://github.com/Maghoumi/CarveSharp,49,24,49,C++,.NET Wrapper for Carve's CSG and mesh boolean operations,2,MIT License,,master,2024-05-22 08:11:46+00:00,2015-05-11 04:08:43+00:00,2024-06-28 15:39:02+00:00
inventables/x-carve-instructions,35227214,x-carve-instructions,False,inventables,https://github.com/inventables,https://github.com/inventables/x-carve-instructions,24,24,24,HTML,X-Carve Instructions,13,,,gh-pages,2024-08-08 15:04:03+00:00,2015-05-07 15:14:21+00:00,2025-01-20 08:32:51+00:00
marbl/MetaCarvel,67155081,MetaCarvel,False,marbl,https://github.com/marbl,https://github.com/marbl/MetaCarvel,13,16,13,C++,MetaCarvel: A scaffolder for metagenomes,4,MIT License,"scaffolder, metagenomes, genome-assembly",master,2024-09-17 02:29:12+00:00,2016-09-01 18:12:22+00:00,2024-09-17 02:29:21+00:00
Valdes-Tresanco-MS/gmx_MMPBSA,295050575,gmx_MMPBSA,False,Valdes-Tresanco-MS,https://github.com/Valdes-Tresanco-MS,https://github.com/Valdes-Tresanco-MS/gmx_MMPBSA,245,69,245,Python,gmx_MMPBSA is a new tool based on AMBER's MMPBSA.py aiming to perform end-state free energy calculations with GROMACS files.,48,GNU General Public License v3.0,"gmx, mmpbsa, mmgbsa, gromacs, ambertools, energy-calculations, gmx-mmpbsa, gmx-mmgbsa",master,2025-01-18 20:07:35+00:00,2020-09-13 00:35:45+00:00,2025-03-05 13:32:58+00:00
