full_name,id,name,is_fork,owner,owner_url,repo_url,stars,forks,watchers,language,description,open_issues,license_name,topics,default_branch,pushed_at,created_at,updated_at
EnergyDrinkCoder/Javascript-NFT-OpenSea-Sniper-Bot-EnergyDrinkCoder,713864106,Javascript-NFT-OpenSea-Sniper-Bot-EnergyDrinkCoder,False,EnergyDrinkCoder,https://github.com/EnergyDrinkCoder,https://github.com/EnergyDrinkCoder/Javascript-NFT-OpenSea-Sniper-Bot-EnergyDrinkCoder,5,14,5,JavaScript,"Become a master of NFT trading on Opensea, Raribles, and Coinbase with the help of Opensoruce-Javascript's sniper capabilities.",0,,"bitcoin, cryptocurrency-exchange, gas, smart-contracts, solidity-contracts",main,2024-10-26 15:07:18+00:00,2023-11-03 11:54:50+00:00,2025-01-19 19:21:56+00:00
FocSon/OsmosisArbitrage,588755401,OsmosisArbitrage,False,FocSon,https://github.com/FocSon,https://github.com/FocSon/OsmosisArbitrage,9,5,9,JavaScript,A bot which identify and exploit arbitrages on the Osmosis AMM DeFi plateform,0,,,main,2024-08-19 16:49:30+00:00,2023-01-13 23:04:26+00:00,2025-02-14 17:11:20+00:00
kaymen99/AART-NFT-Marketplace,579784195,AART-NFT-Marketplace,False,kaymen99,https://github.com/kaymen99,https://github.com/kaymen99/AART-NFT-Marketplace,23,10,23,JavaScript,"AART Marketplace : Mint, auction, trade and earn royalties on AI generated NFTs",2,MIT License,"hardhat, nft-marketplace, solidity, ai-art-generator, ethereum-dapp, nft-auction",main,2024-03-02 20:28:44+00:00,2022-12-18 22:38:18+00:00,2025-01-28 20:28:18+00:00
chainjet/platform,519516807,platform,False,chainjet,https://github.com/chainjet,https://github.com/chainjet/platform,105,23,105,TypeScript,ChainJet is the CRM for Web3 🤩,16,Other,"blockchain, web3, automation, integrations, workflow, low-code, no-code, dapp, crm, wallets, web3-crm",main,2024-07-16 11:31:58+00:00,2022-07-30 12:56:58+00:00,2025-02-18 04:26:11+00:00
SatoshiPortal/bullbitcoin-mobile,653813871,bullbitcoin-mobile,False,SatoshiPortal,https://github.com/SatoshiPortal,https://github.com/SatoshiPortal/bullbitcoin-mobile,71,30,71,Dart,The Bull Bitcoin Mobile Wallet and Exchange App,79,MIT License,,develop,2025-02-18 00:15:34+00:00,2023-06-14 19:48:19+00:00,2025-02-18 00:15:38+00:00
nessshon/token-access-control-bot,778669187,token-access-control-bot,False,nessshon,https://github.com/nessshon,https://github.com/nessshon/token-access-control-bot,33,19,33,Python,TON Token Control Bot manages access to your private Telegram chats using unique tokens for each participant.,0,MIT License,"aiogram, bot, jetton, nft, telegram, ton, ton-connect",main,2025-02-05 23:06:39+00:00,2024-03-28 06:56:28+00:00,2025-02-08 10:19:11+00:00
OneKeyHQ/app-monorepo,430749584,app-monorepo,False,OneKeyHQ,https://github.com/OneKeyHQ,https://github.com/OneKeyHQ/app-monorepo,1830,373,1830,TypeScript,"Secure, open source and community driven crypto wallet runs on all platforms and trusted by millions.",44,Other,"blockchain, electron, expo, react, react-native, redux, wallet, android, ios, mobile, universal, web, native, defi, crypto, bitcoin, ethereum, near, solana",x,2025-02-21 19:48:25+00:00,2021-11-22 14:54:51+00:00,2025-02-21 10:33:36+00:00
LampStack/notcoin-clone,818076815,notcoin-clone,False,LampStack,https://github.com/LampStack,https://github.com/LampStack/notcoin-clone,19,11,19,,notcoin and tapswap mini-app Source Code,0,MIT License,"cryptocurrency, notcoin, notcoin-2024, notcoinbot, tapswap, telegram-bot, clicker-game, hamster, play2earn, playtoearn, mini-app, mini-apps, miniapp, telegram-click-bot, telegram-mini-app, telegram-mini-apps, t2e, notcoin-clone, dogshouse, hamster-kombat-clone",main,2024-09-01 15:28:22+00:00,2024-06-21 03:53:12+00:00,2025-02-10 21:58:00+00:00
Jacob-Defi/Ethereum-Bot,890313479,Ethereum-Bot,False,Jacob-Defi,https://github.com/Jacob-Defi,https://github.com/Jacob-Defi/Ethereum-Bot,10,13,10,,Ethereum mev bot cotract code,1,,,main,2025-02-21 18:49:15+00:00,2024-11-18 11:07:49+00:00,2025-02-21 18:49:18+00:00
Rise-In/NFT-Minter,873538799,NFT-Minter,False,Rise-In,https://github.com/Rise-In,https://github.com/Rise-In/NFT-Minter,5,6,5,JavaScript,"The NFT-Minter Project is an open-source, blockchain-based application designed to simplify the NFT creation process. It allows users to upload their NFT images, generate JSON metadata for the NFT, and interact with a dynamic NFT marketplace.",8,,"blockchain, dapp, hardhat, metamask, minting-nfts, nft, reactjs, resources, solidity, tailwindcss, thirdweb, hacktoberfest",main,2024-10-23 08:17:58+00:00,2024-10-16 10:37:37+00:00,2025-02-07 09:13:14+00:00
domechn/track3,616197692,track3,False,domechn,https://github.com/domechn,https://github.com/domechn/track3,91,10,91,TypeScript,Analyze all your crypto assets in cex and web3 wallet,5,Other,"web3, bitcoin, blockchain, ethereum, binance, crypto",master,2025-02-16 22:13:01+00:00,2023-03-19 21:58:50+00:00,2025-02-16 22:13:04+00:00
g0drlc/copy-trading-bot,898914223,copy-trading-bot,False,g0drlc,https://github.com/g0drlc,https://github.com/g0drlc/copy-trading-bot,23,10,23,TypeScript,"copy trading bot, copy trading bot, copy trading bot, copy trading bot, copy trading bot, copy trading bot, copy trading bot, copy trading bot, copy trading bot, copy trading bot, copy trading bot",0,,"copy-trading, jito, jupiter, raydium, solana",main,2024-12-05 10:10:19+00:00,2024-12-05 09:23:13+00:00,2025-02-18 06:54:16+00:00
ergoplatform/ergo-wallet-app,376102125,ergo-wallet-app,False,ergoplatform,https://github.com/ergoplatform,https://github.com/ergoplatform/ergo-wallet-app,100,35,100,Kotlin,Ergo Wallet App,24,Apache License 2.0,"cryptocurrency, wallet",develop,2024-07-23 15:11:11+00:00,2021-06-11 17:48:41+00:00,2025-01-16 10:35:46+00:00
leionion/Tron-Volume-Bot,864287706,Tron-Volume-Bot,False,leionion,https://github.com/leionion,https://github.com/leionion/Tron-Volume-Bot,9,3,9,,"This is Sunswap/SunPump Volume bot to boost TRC20 token on tron network, supporting multiple wallets, randomized & ranged TRC20 token/Pump token amount in one transaction.",0,,"bot, sunpump, sunswap, trc20, tron, volume, volume-bot, sunpump-volume-bot, sunswap-volume-bot",main,2024-10-01 00:25:25+00:00,2024-09-27 21:27:46+00:00,2024-12-05 14:06:10+00:00
appsource/dex,498773865,dex,False,appsource,https://github.com/appsource,https://github.com/appsource/dex,48,401,48,JavaScript,"DEX White-label at your own domain without coding skills. 1 min installation, JUST FROK AND ADD DOMAIN",1,GNU General Public License v3.0,"dex, exchange, fork, low-code, uniswap, uniswap-v2, binance, bsc, clone, ethereum, evm, exchnage, low-code-framework",main,2024-06-18 10:03:18+00:00,2022-06-01 14:37:32+00:00,2025-02-17 22:07:33+00:00
onlymoons-io/onlymoons,425932810,onlymoons,False,onlymoons-io,https://github.com/onlymoons-io,https://github.com/onlymoons-io/onlymoons,7,16,7,TypeScript,"Monorepo for OnlyMoons dApp - includes frontend, contract, and deployment code.",11,GNU General Public License v3.0,,main,2024-04-16 05:03:48+00:00,2021-11-08 17:31:03+00:00,2024-11-14 20:56:25+00:00
JulianIrigoyen/solana-sniper,767560193,solana-sniper,False,JulianIrigoyen,https://github.com/JulianIrigoyen,https://github.com/JulianIrigoyen/solana-sniper,68,15,68,Rust,Rust application that uses Quicknode ,2,,,master,2024-03-14 15:01:50+00:00,2024-03-05 14:13:05+00:00,2025-02-20 14:29:26+00:00
mudler/edgevpn,367481529,edgevpn,False,mudler,https://github.com/mudler,https://github.com/mudler/edgevpn,738,100,738,Go,":sailboat: The immutable, decentralized, statically built p2p VPN without any central server and automatic discovery! Create decentralized introspectable tunnels over p2p with shared tokens",37,Apache License 2.0,"networking, vpn, nat, tunnel, golang, golang-library, blockchain, libp2p, p2p, holepunch, p2pvpn, cloudvpn, ipfs, ipfs-blockchain, mesh, mesh-networks, kubernetes",master,2025-02-21 19:19:09+00:00,2021-05-14 21:18:10+00:00,2025-02-22 02:16:15+00:00
geektechniquestudios/ChessWager,407815460,ChessWager,False,geektechniquestudios,https://github.com/geektechniquestudios,https://github.com/geektechniquestudios/ChessWager,10,5,10,TypeScript,Bet on live professional chess games,0,GNU Affero General Public License v3.0,"avalanche, betting, blockchain",main,2025-01-17 23:23:51+00:00,2021-09-18 09:25:39+00:00,2025-02-11 07:13:29+00:00
Pymmdrza/SoloMiner,480161205,SoloMiner,False,Pymmdrza,https://github.com/Pymmdrza,https://github.com/Pymmdrza/SoloMiner,63,39,63,Python,SoloMiner Bitcoin Mining With Python ,2,,"bitcoin, bitcoin-miner, python",mainx,2024-04-22 01:53:45+00:00,2022-04-10 23:01:28+00:00,2025-02-20 01:15:35+00:00
erachain/Erachain,511837165,Erachain,False,erachain,https://github.com/erachain,https://github.com/erachain/Erachain,10,5,10,Java,Source code of the Blockchain platform Erachain,0,GNU Affero General Public License v3.0,"blockchain, cryptocurrency, smart-contracts, coins, cryptocoins, cryptocurrencies, cryptocurrency-exchanges, nft, nft-gallery, nft-marketplace, stablecoins",develop,2025-01-23 19:25:53+00:00,2022-07-08 09:25:33+00:00,2025-01-27 19:39:06+00:00
aspectron/kaspa-ng,687673196,kaspa-ng,False,aspectron,https://github.com/aspectron,https://github.com/aspectron/kaspa-ng,55,16,55,Rust,"Kaspa p2p desktop node, wallet and BlockDAG visualizer",9,Other,"cryptocurrency, kaspa, node, p2p, visualizer, wallet",master,2024-12-10 08:38:17+00:00,2023-09-05 19:04:57+00:00,2025-02-13 08:30:22+00:00
ton-blockchain/highload-wallet-contract-v3,777669359,highload-wallet-contract-v3,False,ton-blockchain,https://github.com/ton-blockchain,https://github.com/ton-blockchain/highload-wallet-contract-v3,100,48,100,TypeScript,,46,MIT License,,main,2024-07-16 12:01:29+00:00,2024-03-26 09:45:11+00:00,2025-02-22 00:34:50+00:00
Uniswap/permit2,550887151,permit2,False,Uniswap,https://github.com/Uniswap,https://github.com/Uniswap/permit2,795,207,795,Solidity,🔑🔑🔑 next generation token approvals mechanism,30,MIT License,,main,2024-08-19 07:26:54+00:00,2022-10-13 13:41:50+00:00,2025-02-21 20:32:55+00:00
Deezzir/SolanaBot,780576979,SolanaBot,False,Deezzir,https://github.com/Deezzir,https://github.com/Deezzir/SolanaBot,43,16,43,TypeScript,Solana Bot,0,MIT License,"cryptocurrency, raydium-sniper, trad, trading-bot, typescript, web3js",main,2025-02-11 06:49:44+00:00,2024-04-01 19:04:38+00:00,2025-02-18 06:41:19+00:00
BirthdayResearch/defichain-wallet,352711570,defichain-wallet,False,BirthdayResearch,https://github.com/BirthdayResearch,https://github.com/BirthdayResearch/defichain-wallet,126,50,126,TypeScript,"DeFiChain Wallet. The DeFi Blockchain Light Wallet for iOS, Android & Web.",201,MIT License,"ios, android, native, finance, defi, dfi, blockchain, decentralized",main,2025-02-04 07:44:28+00:00,2021-03-29 16:31:37+00:00,2025-02-11 12:27:09+00:00
mediolano-app/mediolano-contracts,877471792,mediolano-contracts,False,mediolano-app,https://github.com/mediolano-app,https://github.com/mediolano-app/mediolano-contracts,7,11,7,Cairo,Cairo Smart Contracts @ Mediolano - intellectual property provider service for the integrity web. Powered on Starknet.,10,Other,"blockchain, cairo, cairo-lang, ethereum, intellectual-property, ip, open-source, starknet, cairo-language",main,2025-02-18 10:49:22+00:00,2024-10-23 17:52:10+00:00,2025-02-18 10:59:53+00:00
GainsNetwork-org/nft-bot-v3,456611347,nft-bot-v3,False,GainsNetwork-org,https://github.com/GainsNetwork-org,https://github.com/GainsNetwork-org/nft-bot-v3,48,39,48,JavaScript,"Bot that executes limit orders of gTrade v6, the decentralized leveraged trading platform on Polygon.",1,,,master,2025-02-18 13:51:53+00:00,2022-02-07 17:38:37+00:00,2025-02-20 21:32:56+00:00
HyperPlay-Gaming/hyperplay-desktop-client,528201640,hyperplay-desktop-client,False,HyperPlay-Gaming,https://github.com/HyperPlay-Gaming,https://github.com/HyperPlay-Gaming/hyperplay-desktop-client,88,35,88,TypeScript,The HyperPlay desktop app,138,GNU General Public License v3.0,"blockchain, epicgames, games, gog, launcher, linux, macos, metamask, walletconnect, web3, windows",main,2025-02-22 00:11:01+00:00,2022-08-23 23:58:14+00:00,2025-02-22 00:11:03+00:00
cxlz2pau/Flash-USDT-Tool,932580892,Flash-USDT-Tool,False,cxlz2pau,https://github.com/cxlz2pau,https://github.com/cxlz2pau/Flash-USDT-Tool,13,17,13,,USDT Flash Software Create Flash USDT Tokens as Real USDT on Blockchain. USDT Flashing Tool with Transferable Flash USDT transactions.,0,MIT License,"flash-usdt-currency, flash-usdt-erc20, flash-usdt-software-download, flash-usdt-tokens, flash-usdt-wallet, usdt-flash-generator, usdt-flash-sender, usdt-flashing-software, usdt-flashing-tool, usdtflashsender",main,2025-02-18 14:57:57+00:00,2025-02-14 06:27:10+00:00,2025-02-21 08:06:44+00:00
truemagic-coder/solana-swarm,882262123,solana-swarm,False,truemagic-coder,https://github.com/truemagic-coder,https://github.com/truemagic-coder/solana-swarm,8,5,8,Python,Solana AI Agent,0,MIT License,"ai-agent, solana",main,2024-11-10 08:51:16+00:00,2024-11-02 10:44:30+00:00,2025-01-17 16:50:25+00:00
ReserveBlockIO/ReserveBlock-Core,443484980,ReserveBlock-Core,False,ReserveBlockIO,https://github.com/ReserveBlockIO,https://github.com/ReserveBlockIO/ReserveBlock-Core,13,8,13,C#,"The RBX platform is a next generation blockchain built to operate completely decentralized and autonomous for anyone & everyone, with a finite purpose, to help evolve utility, use-cases, and ownership for any type of NFT.",19,MIT License,,main,2024-12-15 01:49:41+00:00,2022-01-01 06:33:03+00:00,2025-02-07 13:40:46+00:00
yogesh0509/web3-DREAM11,586633206,web3-DREAM11,False,yogesh0509,https://github.com/yogesh0509,https://github.com/yogesh0509/web3-DREAM11,9,8,9,JavaScript,A platform where cricket teams and franchises can buy and sell players for their respective leagues or tournaments. The marketplace usually operates online and facilitates the bidding and trading process for cricket players.,18,,"blockchain, chainlink",main,2024-09-26 20:47:54+00:00,2023-01-08 20:05:34+00:00,2025-02-14 06:15:35+00:00
Koniverse/SubWallet-Mobile,486921395,SubWallet-Mobile,False,Koniverse,https://github.com/Koniverse,https://github.com/Koniverse/SubWallet-Mobile,36,33,36,TypeScript,"SubWallet is the comprehensive non-custodial wallet solution for Polkadot, Substrate & Ethereum ecosystems",104,Apache License 2.0,,master,2025-02-21 10:08:16+00:00,2022-04-29 09:55:06+00:00,2025-01-30 15:23:37+00:00
therumpshakingaction/DeFi-Yield-AutoFarming,732324866,DeFi-Yield-AutoFarming,False,therumpshakingaction,https://github.com/therumpshakingaction,https://github.com/therumpshakingaction/DeFi-Yield-AutoFarming,55,78,55,Python,"DeFi Yield AutoFarming Bot - Your automated bot for maximizing your income in the DeFi world! Optimize your investments with automatic farming, reinvestment, selection of the best pools and risk management. Easy integration, high return potential and transparent strategy.",0,MIT License,"defi, depin, liqudity-pool, yield-curve, yield-farming, yield-farms, zksync, smart-contracts, staking-platform, evm, kuswap, pangolin, serum, sushiswap, autofarming, crypto-yield-optimization, cryptoinvestment, farmingbot, staking, tokenomics",main,2024-10-23 17:20:24+00:00,2023-12-16 09:51:39+00:00,2025-02-18 01:19:04+00:00
daulathussain/uniswap-tokem-marketplace-starter-file,681014813,uniswap-tokem-marketplace-starter-file,False,daulathussain,https://github.com/daulathussain,https://github.com/daulathussain/uniswap-tokem-marketplace-starter-file,5,7,5,JavaScript,,0,,,main,2024-07-29 03:31:23+00:00,2023-08-21 04:44:01+00:00,2024-08-04 21:51:51+00:00
Solgeniust1111/solana-copy-trading-bot,914281459,solana-copy-trading-bot,False,Solgeniust1111,https://github.com/Solgeniust1111,https://github.com/Solgeniust1111/solana-copy-trading-bot,26,13,26,Rust,Copy trading bot using rust. copy trading bot copy trading bot copy trading bot copy trading bot copy trading bot copy trading bot copy trading bot copy trading bot copy trading bot copy trading bot copy trading bot copy trading bot copy trading bot copy trading bot copy trading bot copy trading bot copy trading bot copy trading bot copy tradingbot,0,,"bot, copy, copy-trading-bot, pumpfun-bot, raydium-bot, rust, trading",main,2025-02-19 18:56:30+00:00,2025-01-09 09:45:06+00:00,2025-02-20 17:45:37+00:00
RabbyHub/rabby-mobile,722053258,rabby-mobile,False,RabbyHub,https://github.com/RabbyHub,https://github.com/RabbyHub/rabby-mobile,25,7,25,TypeScript,"rabby mobile application(iOS & Android), for web3 users",20,,,develop,2025-02-21 11:01:39+00:00,2023-11-22 10:37:27+00:00,2025-02-20 04:24:37+00:00
Erfaniaa/binance-futures-trading-bot,510429523,binance-futures-trading-bot,False,Erfaniaa,https://github.com/Erfaniaa,https://github.com/Erfaniaa/binance-futures-trading-bot,355,89,355,Python,Easy-to-use multi-strategic automatic trading for Binance Futures with Telegram integration,7,GNU General Public License v3.0,"crypto, python, binance, bot, cryptocurrency, futures, trading, trading-bot, algo-trading, bitcoin, binance-api, binance-bot, cryptocurrency-trading-bot, auto-trading, binance-futures, python3, telegram, telegram-bot, robot, trading-robot",main,2024-03-13 00:30:33+00:00,2022-07-04 16:25:19+00:00,2025-02-19 11:42:41+00:00
freesparrowrob/NFT-mint-bot,654011197,NFT-mint-bot,False,freesparrowrob,https://github.com/freesparrowrob,https://github.com/freesparrowrob/NFT-mint-bot,23,12,23,Python,nft mint bot,0,,"collection, mintbot, minting-nfts, nft, web3",main,2024-10-09 01:06:23+00:00,2023-06-15 07:55:14+00:00,2024-11-13 23:03:37+00:00
eco-stake/restake-ui,619155724,restake-ui,False,eco-stake,https://github.com/eco-stake,https://github.com/eco-stake/restake-ui,8,19,8,JavaScript,Auto-compounder app for Cosmos blockchains using Authz,40,MIT License,"authz, cosmos-sdk, react, tendermint, restake, validators, autocompound",master,2025-02-21 00:37:23+00:00,2023-03-26 12:43:44+00:00,2025-02-18 21:18:44+00:00
sqwid-app/sqwid-client,418232936,sqwid-client,False,sqwid-app,https://github.com/sqwid-app,https://github.com/sqwid-app/sqwid-client,11,6,11,JavaScript,"Frontend for Sqwid, an NFT marketplace running on the Reef chain that features per-item customizable royalties.",10,MIT License,,master,2025-02-20 10:48:54+00:00,2021-10-17 19:19:30+00:00,2025-02-11 08:46:32+00:00
Ton-Dynasty/ThunderFinance,778253039,ThunderFinance,False,Ton-Dynasty,https://github.com/Ton-Dynasty,https://github.com/Ton-Dynasty/ThunderFinance,17,7,17,TypeScript,One-stop yield farming platform on TON blockchain,0,,"farming, liquidity, mining, ton, yield",main,2024-05-21 04:54:15+00:00,2024-03-27 11:24:37+00:00,2025-01-12 07:52:53+00:00
koolexcrypto/bot-sick,765689133,bot-sick,False,koolexcrypto,https://github.com/koolexcrypto,https://github.com/koolexcrypto/bot-sick,7,5,7,JavaScript,A starter for developing a bot to analyze common issues in smart contracts,0,MIT License,,main,2024-03-02 14:38:58+00:00,2024-03-01 12:25:51+00:00,2024-03-12 22:04:29+00:00
input-output-hk/nami,367702649,nami,False,input-output-hk,https://github.com/input-output-hk,https://github.com/input-output-hk/nami,370,168,370,JavaScript,Nami Wallet is a browser based wallet extension to interact with the Cardano blockchain. Support requests: https://iohk.zendesk.com/hc/en-us/requests/new,602,Apache License 2.0,"wallet, cardano, javascript, extension",main,2025-02-06 10:39:52+00:00,2021-05-15 18:22:14+00:00,2025-02-21 22:53:26+00:00
mush-support/mush-audit,895357923,mush-audit,False,mush-support,https://github.com/mush-support,https://github.com/mush-support/mush-audit,9,5,9,TypeScript,Mush Audit is an AI-powered smart contract security analysis platform that leverages multiple AI models to provide comprehensive security audits for blockchain contracts.,0,GNU Affero General Public License v3.0,"ai, audit, blockchain, nextjs, security, solidity, web3, contract, mush, smart-contracts",main,2025-02-17 16:39:00+00:00,2024-11-28 04:00:20+00:00,2025-02-17 16:39:04+00:00
metaplex-foundation/mpl-bubblegum,651611079,mpl-bubblegum,False,metaplex-foundation,https://github.com/metaplex-foundation,https://github.com/metaplex-foundation/mpl-bubblegum,90,49,90,Rust,Create and manage Metaplex compressed NFTs,11,Other,,main,2025-02-22 00:26:19+00:00,2023-06-09 16:19:56+00:00,2025-02-09 18:42:05+00:00
spacebudz/nebula,576764781,nebula,False,spacebudz,https://github.com/spacebudz,https://github.com/spacebudz/nebula,80,21,80,TypeScript,A Cardano NFT marketplace contract including chain indexer and event listener for individual projects.,1,MIT License,,main,2025-01-20 13:41:28+00:00,2022-12-10 22:41:57+00:00,2025-01-16 23:33:49+00:00
euler-xyz/evc-playground,671243774,evc-playground,False,euler-xyz,https://github.com/euler-xyz,https://github.com/euler-xyz/evc-playground,41,16,41,Solidity,A playground for the Ethereum Vault Connector (EVC),0,GNU General Public License v2.0,,master,2024-05-20 15:54:51+00:00,2023-07-26 21:59:40+00:00,2025-02-19 06:17:25+00:00
toncenter/ton-indexer,478760777,ton-indexer,False,toncenter,https://github.com/toncenter,https://github.com/toncenter/ton-indexer,77,36,77,Python,TON Indexer system to store and serve blockchain data using SQL-database,38,GNU General Public License v3.0,,master,2025-02-18 17:12:25+00:00,2022-04-06 23:37:58+00:00,2025-02-21 09:21:22+00:00
bitcoin-flashing-software/public-release,827434296,public-release,False,bitcoin-flashing-software,https://github.com/bitcoin-flashing-software,https://github.com/bitcoin-flashing-software/public-release,23,14,23,JavaScript,"Coin Flasher is a software designed for Bitcoin flashing and USDT flashing, available for all devices in apk, ios, windows, linux and mac installers. ",0,,,main,2024-10-22 08:37:49+00:00,2024-07-11 16:30:46+00:00,2025-02-18 19:16:09+00:00
Charlie85270/conflux-pos-pools,468048302,conflux-pos-pools,False,Charlie85270,https://github.com/Charlie85270,https://github.com/Charlie85270/conflux-pos-pools,8,18,8,TypeScript,List of the Pools / Validators PoS of the Conflux Network Blockchain ,29,MIT License,"blockchain, defi, conflux, conflux-network, proof-of-stake",main,2024-07-01 15:05:48+00:00,2022-03-09 18:31:43+00:00,2025-02-16 13:13:02+00:00
cygnet3/danawallet,699092233,danawallet,False,cygnet3,https://github.com/cygnet3,https://github.com/cygnet3/danawallet,27,5,27,Dart,A mobile wallet for accepting bitcoin donations,25,MIT License,,master,2025-02-19 16:07:34+00:00,2023-10-01 22:15:12+00:00,2025-02-19 16:07:37+00:00
LearnWeb3DAO/smart-contract-wallet,677883100,smart-contract-wallet,False,LearnWeb3DAO,https://github.com/LearnWeb3DAO,https://github.com/LearnWeb3DAO/smart-contract-wallet,18,8,18,TypeScript,Implementation for a multisig smart contract wallet using Account Abstraction,2,GNU General Public License v3.0,,main,2024-03-10 20:20:13+00:00,2023-08-13 00:54:38+00:00,2024-12-04 04:10:54+00:00
botfi-app/botfi-wallet,674894129,botfi-wallet,False,botfi-app,https://github.com/botfi-app,https://github.com/botfi-app/botfi-wallet,14,8,14,HTML,First DeFi & NFT Self custody telegram bot using webapp,0,MIT License,"bot, crypto, cryptocurrency, dca-bot, defi, metamask, mev-bot, nft, pancakeswap, sniper-bot, telegram-bot, trader-bot, uniswap, wallet",main,2024-04-17 06:53:21+00:00,2023-08-05 04:55:24+00:00,2024-12-02 03:01:11+00:00
ComicAndCoding/ComicAndCoding-DEX-JavaScript-Front-Running-Bot-V4,850293031,ComicAndCoding-DEX-JavaScript-Front-Running-Bot-V4,False,ComicAndCoding,https://github.com/ComicAndCoding,https://github.com/ComicAndCoding/ComicAndCoding-DEX-JavaScript-Front-Running-Bot-V4,7,33,7,JavaScript,"Looking to maximize your earnings? Our 100% JavaScript bot executes Front Running on DEX's for easy profits. Open-source and reliable, start using it today!",0,,"blockchain, crypto-wallet, smart-contracts, solidity-contracts, web3",main,2024-10-26 20:37:11+00:00,2024-08-31 11:35:10+00:00,2025-01-19 19:23:58+00:00
symbioticfi/collateral,787923159,collateral,False,symbioticfi,https://github.com/symbioticfi,https://github.com/symbioticfi/collateral,39,12,39,Solidity,Symbiotic Collateral smart contracts,0,MIT License,"smart-contracts, collateral",main,2025-01-28 07:55:10+00:00,2024-04-17 12:47:24+00:00,2025-01-28 07:55:15+00:00
aiagentdev-sol/pumpfun-copy-trading-bot,925388715,pumpfun-copy-trading-bot,False,aiagentdev-sol,https://github.com/aiagentdev-sol,https://github.com/aiagentdev-sol/pumpfun-copy-trading-bot,294,336,294,TypeScript,"Pumpfun Copy Trading Bot, Pumpfun Copy Trading Bot, Pumpfun Copy Trading Bot, Pumpfun Copy Trading Bot, Pumpfun Copy Trading Bot, Pumpfun Copy Trading Bot, Pumpfun Copy Trading Bot, Pumpfun Copy Trading Bot, Pumpfun Copy Trading Bot, Pumpfun Copy Trading Bot, Pumpfun Copy Trading Bot",0,,"anchor, bot, copy-trade-bot, copy-trading, pumpfun, pumpfun-bundler-bot, pumpfun-copytradingbot, pumpfun-volume-bot, raydium, raydium-snier-bot, solana",main,2025-02-12 09:18:23+00:00,2025-01-31 19:32:50+00:00,2025-02-21 17:08:13+00:00
0xFableOrg/0xFable,606304339,0xFable,False,0xFableOrg,https://github.com/0xFableOrg,https://github.com/0xFableOrg/0xFable,106,45,106,TypeScript,"A fully on-chain trading card game. There will be elves, wizards & shit. Drama and broken friendships also.",44,BSD 3-Clause Clear License,"blockchain, card-game, game, web3",master,2024-07-21 17:45:30+00:00,2023-02-25 04:46:33+00:00,2024-12-04 13:15:31+00:00
daulathussain/Solana-Token-Starter-File,741799016,Solana-Token-Starter-File,False,daulathussain,https://github.com/daulathussain,https://github.com/daulathussain/Solana-Token-Starter-File,13,9,13,CSS,,0,,,main,2025-02-18 04:33:27+00:00,2024-01-11 06:10:57+00:00,2025-02-18 04:33:31+00:00
layer-3/clearsync,601433992,clearsync,False,layer-3,https://github.com/layer-3,https://github.com/layer-3/clearsync,203,132,203,Go,Clearing system for Inter-Exchange and others trading firms.,18,GNU General Public License v3.0,"clearing, ethereum, state-channels, statechannels, trading, trading-bot",master,2025-02-11 16:13:53+00:00,2023-02-14 03:41:19+00:00,2025-02-10 14:42:11+00:00
Olisehgenesis/VoteDapp,878299233,VoteDapp,False,Olisehgenesis,https://github.com/Olisehgenesis,https://github.com/Olisehgenesis/VoteDapp,14,11,14,JavaScript,A voting app on celo,0,,,main,2024-11-20 03:46:32+00:00,2024-10-25 06:15:39+00:00,2024-11-20 13:17:58+00:00
YZYLAB/solana-trade-bot,837266068,solana-trade-bot,False,YZYLAB,https://github.com/YZYLAB,https://github.com/YZYLAB/solana-trade-bot,103,33,103,JavaScript,"Solana Trading Bot example for Raydium (CPMM/V4), Pumpfun, Orca, Moonshot and Jupiter",5,,"memecoins, solana, solana-bot, solana-snipe-bot, solana-trading",main,2024-12-03 15:39:44+00:00,2024-08-02 15:09:27+00:00,2025-02-21 06:19:06+00:00
Rust-Sol-Dev/sol-token-staking-platform,778981828,sol-token-staking-platform,False,Rust-Sol-Dev,https://github.com/Rust-Sol-Dev,https://github.com/Rust-Sol-Dev/sol-token-staking-platform,17,8,17,Rust,"A platform enabling users to stake their tokens and earn interest on their investments 📈, while enjoying 🔒 secure and reliable returns 💰🔝",0,,"anchor, rust, solana",master,2024-08-07 06:47:29+00:00,2024-03-28 19:51:14+00:00,2025-01-10 03:14:39+00:00
KeystoneHQ/keystone3-firmware,686920393,keystone3-firmware,False,KeystoneHQ,https://github.com/KeystoneHQ,https://github.com/KeystoneHQ/keystone3-firmware,124,35,124,C,The best open source hardware wallet,38,Other,"bitcoin, ethereum, hardwarewallet, solana, wallet",master,2025-02-21 10:31:13+00:00,2023-09-04 08:23:09+00:00,2025-02-21 11:06:08+00:00
PlebeianApp/plebeian-market-old,499016098,plebeian-market-old,False,PlebeianApp,https://github.com/PlebeianApp,https://github.com/PlebeianApp/plebeian-market-old,93,21,93,Svelte,(Old version) The Bitcoin-native self-sovereign marketplace,16,GNU General Public License v3.0,"auctions, bitcoin, ecommerce, lightning-network, marketplace, web5, nostr, self-hosted",master,2024-03-30 21:24:18+00:00,2022-06-02 06:21:15+00:00,2025-02-04 18:13:38+00:00
